Wall time,Step,Value
1686765694.0522754,0,0.7952096462249756
1686765717.468878,1,0.8446663618087769
1686765741.087049,2,0.8866986036300659
1686765764.8640301,3,0.9044311046600342
1686765787.7261417,4,0.9079186320304871
1686765811.3036723,5,0.9105278849601746
1686765834.9222639,6,0.9117963314056396
1686765857.82502,7,0.9135069251060486
1686765880.3984709,8,0.9150168299674988
1686765903.5326834,9,0.9159607291221619
1686765927.1609218,10,0.9162715077400208
1686765950.690472,11,0.9170116186141968
1686765974.1575727,12,0.9172681570053101
1686765997.1525648,13,0.9183028340339661
1686766020.1742396,14,0.9185852408409119
1686766043.8390107,15,0.9187254905700684
1686766067.1008842,16,0.9188089966773987
1686766089.88196,17,0.9193559288978577
1686766112.962211,18,0.9195472598075867
1686766136.7911847,19,0.9198553562164307
1686766160.1697986,20,0.9200722575187683
1686766183.460729,21,0.9203386902809143
1686766207.2187605,22,0.9202725291252136
1686766230.7801688,23,0.9209060668945312
1686766254.2364655,24,0.9205985069274902
1686766277.7632208,25,0.9209551811218262
1686766301.0599232,26,0.9211029410362244
1686766324.4429681,27,0.9211496710777283
1686766348.0737355,28,0.9220475554466248
1686766371.1532955,29,0.921959400177002
1686766394.204782,30,0.9220292568206787
1686766418.728126,31,0.9218809008598328
1686766442.5768278,32,0.9220678806304932
1686766469.8520067,33,0.9215394258499146
1686766495.6682649,34,0.9215618968009949
1686766519.682389,35,0.921517014503479
1686766546.9322197,36,0.9213995337486267
1686766572.2463312,37,0.9211326837539673
1686766598.3716795,38,0.9217843413352966
1686766623.735782,39,0.9219130873680115
1686766653.917462,40,0.9223102331161499
1686766681.8536751,41,0.9222427010536194
1686766711.7208922,42,0.9221426248550415
1686766741.3178418,43,0.9222080707550049
1686766769.4037564,44,0.9227384328842163
