Wall time,Step,Value
1687188800.6531386,0,0.03194350376725197
1687189264.5899377,1,0.028459791094064713
1687189716.0333755,2,0.030179323628544807
1687190122.7404764,3,0.03123740293085575
1687190519.1831353,4,0.03012838587164879
1687190968.9848075,5,0.03156669810414314
1687191430.9166412,6,0.03171226382255554
1687191901.0016632,7,0.030386386439204216
1687192371.351847,8,0.031709108501672745
1687192844.7814918,9,0.032012831419706345
1687193298.8300097,10,0.03231698274612427
1687193767.553246,11,0.03193211182951927
1687194226.7981012,12,0.03106370009481907
1687194656.3734436,13,0.031078679487109184
1687195094.7960908,14,0.0309841800481081
